,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H20_ppt
2017-09-23 14:30:00,-3.43954,-4.07827,-0.493331,7.0411304447364955,381.556,8.57797
2017-09-23 14:30:00.100000,-3.6793199999999997,-4.30274,-0.437723,7.0411304447364955,381.56300000000005,8.57376
2017-09-23 14:30:00.200000,-3.3762800000000004,-4.70068,-0.421653,7.151362677177929,381.529,8.56978
2017-09-23 14:30:00.300000,-3.4875,-4.38131,0.0176007,7.174748059006276,381.57199999999995,8.569980000000001
2017-09-23 14:30:00.400000,-3.6630000000000003,-4.36498,-0.45761899999999994,6.989362181975707,381.533,8.566289999999999
2017-09-23 14:30:00.500000,-3.4691300000000003,-4.33438,-0.22192199999999998,7.042800468327016,381.55699999999996,8.56423
2017-09-23 14:30:00.600000,-3.62932,-4.781280000000001,-0.41782600000000003,6.9075446826723805,381.52,8.56369
2017-09-23 14:30:00.700000,-3.55076,-4.79761,-0.501494,6.90921430811045,381.559,8.56017
2017-09-23 14:30:00.800000,-3.96706,-4.7333300000000005,-0.729028,6.905875062211351,381.583,8.56376
2017-09-23 14:30:00.900000,-3.6476900000000003,-4.83026,-0.717039,7.009400942128593,381.564,8.55766
2017-09-23 14:30:01,-3.8089,-5.45062,-0.741017,7.092903490304934,381.54,8.55688
2017-09-23 14:30:01.100000,-3.43954,-5.05269,-0.509912,7.067851419413955,381.538,8.5547
2017-09-23 14:30:01.200000,-3.5834099999999998,-5.00575,-0.620873,6.770652333174098,381.52099999999996,8.55175
2017-09-23 14:30:01.300000,-3.6650400000000003,-4.27009,-0.764995,7.122967453515685,381.478,8.55077
2017-09-23 14:30:01.400000,-3.34159,-4.71598,-0.22983,7.121297191033591,381.56,8.55446
2017-09-23 14:30:01.500000,-2.84775,-4.81189,0.0573937,7.0411304447364955,381.467,8.551910000000001
2017-09-23 14:30:01.600000,-4.1578599999999994,-4.84556,0.0137745,6.855788762641396,381.397,8.55505
2017-09-23 14:30:01.700000,-3.613,-4.38131,-0.325996,7.176418480749362,381.514,8.554860000000001
2017-09-23 14:30:01.800000,-2.9936599999999998,-4.46192,-0.19029200000000002,7.151362677177929,381.505,8.55913
2017-09-23 14:30:01.900000,-3.62932,-4.509869999999999,-0.437978,7.151362677177929,381.555,8.5592
2017-09-23 14:30:02,-3.67728,-4.49355,-0.47343500000000005,6.935928991977221,381.606,8.56227
2017-09-23 14:30:02.100000,-3.7895199999999996,-4.50885,-0.361708,7.042800468327016,381.625,8.56316
2017-09-23 14:30:02.200000,-3.9180800000000002,-4.30274,-0.6374529999999999,7.148021987975881,381.509,8.55958
2017-09-23 14:30:02.300000,-3.7283,-4.47722,-0.800451,6.930919891702615,381.582,8.55833
2017-09-23 14:30:02.400000,-4.03032,-4.462940000000001,-0.49358599999999997,7.11795668100018,381.526,8.557269999999999
2017-09-23 14:30:02.500000,-3.8538,-4.37927,-0.142336,7.174748059006276,381.55,8.554310000000001
2017-09-23 14:30:02.600000,-3.9323599999999996,-4.3017199999999995,-0.278041,7.121297191033591,381.564,8.55058
2017-09-23 14:30:02.700000,-3.9476699999999996,-4.3017199999999995,-0.325741,7.201475404124835,381.376,8.54778
2017-09-23 14:30:02.800000,-3.79054,-4.20785,-0.394104,6.959305385511243,381.594,8.54952
2017-09-23 14:30:02.900000,-3.64667,-4.15888,-0.394104,7.092903490304934,381.51300000000003,8.54844
2017-09-23 14:30:03,-3.77523,-4.42927,-0.333649,6.989362181975707,381.62699999999995,8.54861
2017-09-23 14:30:03.100000,-3.75789,-4.41294,-0.22625900000000002,7.149692330088442,381.505,8.54664
2017-09-23 14:30:03.200000,-3.7099300000000004,-4.509869999999999,-0.318089,6.962644949932269,381.525,8.547989999999999
2017-09-23 14:30:03.300000,-4.06093,-4.411919999999999,-0.468843,7.122967453515685,381.538,8.54292
2017-09-23 14:30:03.400000,-3.80686,-4.42927,-0.342067,7.094573668179635,381.62199999999996,8.54824
2017-09-23 14:30:03.500000,-3.69463,-4.39764,-0.150499,7.149692330088442,381.51599999999996,8.541939999999999
2017-09-23 14:30:03.600000,-3.8548199999999997,-4.55783,-0.22600399999999998,7.149692330088442,381.575,8.54382
2017-09-23 14:30:03.700000,-3.68034,-4.68537,-0.41782600000000003,7.067851419413955,381.517,8.53717
2017-09-23 14:30:03.800000,-3.8374699999999997,-4.6363900000000005,-0.35788200000000003,7.069521522634943,381.47,8.53754
2017-09-23 14:30:03.900000,-3.8078800000000004,-4.6517,-0.34997399999999995,6.877492275840041,381.588,8.53305
2017-09-23 14:30:04,-3.9813400000000003,-4.60578,-0.249727,7.067851419413955,381.48,8.532589999999999
2017-09-23 14:30:04.100000,-4.14153,-4.717,-0.126521,7.11962693352848,381.54900000000004,8.526580000000001
2017-09-23 14:30:04.200000,-4.09358,-4.82822,-0.18646600000000002,6.855788762641396,381.466,8.52432
2017-09-23 14:30:04.300000,-3.91604,-4.76394,-0.0706581,7.176418480749362,381.519,8.52334
2017-09-23 14:30:04.400000,-3.9813400000000003,-4.74761,-0.325741,7.0411304447364955,381.577,8.522780000000001
2017-09-23 14:30:04.500000,-3.9986900000000003,-4.7333300000000005,-0.509401,7.121297191033591,381.436,8.51867
2017-09-23 14:30:04.600000,-3.77523,-4.94045,-0.365789,7.11795668100018,381.471,8.516160000000001
2017-09-23 14:30:04.700000,-3.64667,-4.55783,-0.38568600000000003,6.935928991977221,381.45099999999996,8.5126
2017-09-23 14:30:04.800000,-3.7283,-4.50783,-0.313752,6.987692317646122,381.583,8.51493
2017-09-23 14:30:04.900000,-3.64667,-4.49355,-0.42981499999999995,7.067851419413955,381.539,8.51122
2017-09-23 14:30:05,-3.6630000000000003,-4.66904,-0.385941,6.9075446826723805,381.47900000000004,8.50751
2017-09-23 14:30:05.100000,-3.5670800000000003,-4.781280000000001,-0.541797,7.039460426122901,381.525,8.5055
2017-09-23 14:30:05.200000,-3.77421,-4.53946,-0.493331,7.014410744147142,381.634,8.506310000000001
2017-09-23 14:30:05.300000,-3.90175,-4.42927,-0.369871,6.960975165233322,381.45599999999996,8.50308
2017-09-23 14:30:05.400000,-3.53341,-4.71802,-0.8328469999999999,7.146351650840074,381.57099999999997,8.50265
2017-09-23 14:30:05.500000,-3.5364699999999996,-4.621090000000001,-0.701479,6.879161811693734,381.52,8.493910000000001
2017-09-23 14:30:05.600000,-3.83849,-4.68639,-0.620873,7.121297191033591,381.464,8.4989
2017-09-23 14:30:05.700000,-3.72626,-4.66904,-0.589498,7.149692330088442,381.44,8.493219999999999
2017-09-23 14:30:05.800000,-3.3915900000000003,-4.68537,-0.597405,7.149692330088442,381.50800000000004,8.494010000000001
2017-09-23 14:30:05.900000,-3.35996,-4.621090000000001,-0.84101,7.037790412486061,381.526,8.49498
2017-09-23 14:30:06,-3.4558699999999996,-4.66904,-0.932585,7.199804907728151,381.539,8.4914
2017-09-23 14:30:06.100000,-3.66402,-4.525180000000001,-0.677246,6.960975165233322,381.55199999999996,8.49265
2017-09-23 14:30:06.200000,-3.5038199999999997,-4.621090000000001,-0.756832,7.091233317407273,381.569,8.4882
2017-09-23 14:30:06.300000,-3.72626,-4.58742,-0.6650020000000001,7.11962693352848,381.469,8.48812
2017-09-23 14:30:06.400000,-3.55076,-4.60476,-0.493331,7.148021987975881,381.435,8.48505
2017-09-23 14:30:06.500000,-3.5364699999999996,-4.54252,-0.533379,7.039460426122901,381.58,8.48518
2017-09-23 14:30:06.600000,-3.34363,-4.57415,-0.605568,6.935928991977221,381.449,8.4841
2017-09-23 14:30:06.700000,-3.47321,-4.621090000000001,-0.517054,7.037790412486061,381.45,8.4852
