,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H20_ppt
2017-09-23 08:00:00,-1.60396,-1.9069999999999998,-0.125756,4.809433789715683,382.151,7.921310000000001
2017-09-23 08:00:00.100000,-1.7784400000000002,-1.61927,-0.017855799999999998,4.834384704968954,382.06699999999995,7.92051
2017-09-23 08:00:00.200000,-1.8406799999999999,-1.6845700000000001,-0.146418,4.731261506609371,382.145,7.92255
2017-09-23 08:00:00.300000,-1.9539400000000002,-1.73355,-0.14616300000000002,4.914235158862937,382.116,7.92765
2017-09-23 08:00:00.400000,-1.8427200000000001,-1.6845700000000001,-0.165804,4.836048139134448,382.275,7.9275899999999995
2017-09-23 08:00:00.500000,-1.90598,-1.7815,-0.114277,4.673055246157958,382.241,7.92928
2017-09-23 08:00:00.600000,-1.92231,-1.73049,-0.149989,4.6763811539457265,382.27,7.92968
2017-09-23 08:00:00.700000,-1.88864,-1.73049,-0.137745,4.9957609914994805,382.235,7.92979
2017-09-23 08:00:00.800000,-1.90598,-1.7009,-0.16988499999999998,4.940854525004056,382.265,7.9325
2017-09-23 08:00:00.900000,-1.97128,-1.62131,-0.221667,5.050672877846864,382.245,7.93447
2017-09-23 08:00:01,-1.89068,-1.6049799999999999,-0.249727,4.674718197563379,382.165,7.93363
2017-09-23 08:00:01.100000,-1.8427200000000001,-1.73355,-0.134174,4.8876170668099235,382.233,7.93535
2017-09-23 08:00:01.200000,-1.9365900000000003,-1.74885,-0.201516,4.96913899755134,382.176,7.93485
2017-09-23 08:00:01.300000,-1.9376099999999998,-1.73355,-0.162233,5.07230632116989,382.221,7.93487
2017-09-23 08:00:01.400000,-1.89068,-1.66927,-0.102288,4.807770435180771,382.16,7.935239999999999
2017-09-23 08:00:01.500000,-1.8917,-1.6845700000000001,-0.14208099999999999,4.890944258639934,382.282,7.93665
2017-09-23 08:00:01.600000,-1.8264,-1.74783,-0.07831060000000001,4.7811574394808645,382.202,7.93395
2017-09-23 08:00:01.700000,-1.7764,-1.82742,0.00255083,4.836048139134448,382.24699999999996,7.93535
2017-09-23 08:00:01.800000,-1.7794599999999998,-1.6539599999999999,-0.0749945,4.807770435180771,382.184,7.93328
2017-09-23 08:00:01.900000,-1.88864,-1.5090700000000001,-0.201771,4.914235158862937,382.088,7.93313
2017-09-23 08:00:02,-1.9049599999999998,-1.71722,-0.126776,4.967475165233282,382.314,7.931539999999999
2017-09-23 08:00:02.100000,-1.8712900000000001,-1.69783,-0.129582,4.889280660236523,382.30400000000003,7.93668
2017-09-23 08:00:02.200000,-1.90598,-1.6855900000000001,-0.114532,4.8859534783603635,382.24199999999996,7.93462
2017-09-23 08:00:02.300000,-1.9376099999999998,-1.69885,-0.141826,4.782820714385309,382.315,7.936960000000001
2017-09-23 08:00:02.400000,-1.9212900000000002,-1.6855900000000001,-0.138,4.754545717869007,382.31300000000005,7.934310000000001
2017-09-23 08:00:02.500000,-2.01924,-1.6223299999999998,-0.150499,4.727935270345597,382.288,7.93893
2017-09-23 08:00:02.600000,-2.0478099999999997,-1.5549899999999999,-0.16963,4.889280660236523,382.264,7.935389999999999
2017-09-23 08:00:02.700000,-2.0478099999999997,-1.49173,-0.0382625,5.0772987736900745,382.144,7.938610000000001
2017-09-23 08:00:02.800000,-2.06413,-1.4284700000000001,-0.133664,4.839375022396155,382.18300000000005,7.93544
2017-09-23 08:00:02.900000,-2.0825,-1.51009,-0.10637,4.7811574394808645,382.264,7.93566
2017-09-23 08:00:03,-2.06515,-1.4284700000000001,-0.10586,4.837711578276753,382.16,7.936960000000001
2017-09-23 08:00:03.100000,-2.0172,-1.42949,-0.20967800000000003,4.756208913143098,382.28,7.935410000000001
2017-09-23 08:00:03.200000,-2.0172,-1.3968399999999999,-0.21375999999999998,4.9425182776915335,382.25,7.93924
2017-09-23 08:00:03.300000,-1.9539400000000002,-1.41316,-0.233911,4.6514373307852,382.309,7.9375800000000005
2017-09-23 08:00:03.400000,-1.9549599999999998,-1.4468299999999998,-0.214015,4.861000248845357,382.255,7.93514
2017-09-23 08:00:03.500000,-1.8763900000000002,-1.54172,-0.173967,4.756208913143098,382.221,7.93425
2017-09-23 08:00:03.600000,-1.79375,-1.42949,-0.0543327,4.834384704968954,382.31,7.936389999999999
2017-09-23 08:00:03.700000,-1.79375,-1.60396,0.097952,4.786147279124805,382.18199999999996,7.9318
2017-09-23 08:00:03.800000,-1.7468099999999998,-1.6049799999999999,0.097952,4.9957609914994805,382.275,7.93231
2017-09-23 08:00:03.900000,-1.69987,-1.6049799999999999,-0.006122,4.8876170668099235,382.27099999999996,7.9345
2017-09-23 08:00:04,-1.6815099999999998,-1.62029,-0.269368,4.6514373307852,382.26599999999996,7.93573
2017-09-23 08:00:04.100000,-1.60396,-1.49173,-0.38135,4.970802834846268,382.254,7.93768
2017-09-23 08:00:04.200000,-1.73253,-1.41316,-0.32166,4.96913899755134,382.309,7.935560000000001
2017-09-23 08:00:04.300000,-1.82742,-1.36521,-0.266052,4.8876170668099235,382.276,7.93863
2017-09-23 08:00:04.400000,-1.87435,-1.36725,-0.410174,4.8876170668099235,382.349,7.93663
2017-09-23 08:00:04.500000,-1.79375,-1.36521,-0.369106,4.8876170668099235,382.284,7.93525
2017-09-23 08:00:04.600000,-1.7957900000000002,-1.33664,-0.23799299999999998,4.940854525004056,382.298,7.93677
2017-09-23 08:00:04.700000,-1.81007,-1.34684,-0.249727,4.91589883191989,382.246,7.93578
2017-09-23 08:00:04.800000,-1.80905,-1.36521,-0.258399,4.96913899755134,382.24699999999996,7.93354
2017-09-23 08:00:04.900000,-1.79477,-1.33051,-0.217586,4.9957609914994805,382.329,7.93479
2017-09-23 08:00:05,-1.6662,-1.23868,-0.27778600000000003,4.892607862020213,382.32,7.93681
2017-09-23 08:00:05.100000,-1.55295,-1.2529700000000001,-0.301508,4.889280660236523,382.29900000000004,7.9345300000000005
2017-09-23 08:00:05.200000,-1.76416,-1.23664,-0.221667,4.861000248845357,382.26199999999994,7.93387
2017-09-23 08:00:05.300000,-1.8406799999999999,-1.20603,-0.158407,4.8327212757805,382.272,7.9333100000000005
2017-09-23 08:00:05.400000,-1.8417,-1.31725,-0.133664,4.729598385988993,382.311,7.9338
2017-09-23 08:00:05.500000,-1.8417,-1.33256,-0.149989,4.678044115304942,382.19599999999997,7.9328199999999995
2017-09-23 08:00:05.600000,-1.8570099999999998,-1.26929,-0.181619,4.731261506609371,382.348,7.93352
2017-09-23 08:00:05.700000,-1.82538,-1.1733799999999999,-0.12983699999999998,4.756208913143098,382.338,7.930839999999999
2017-09-23 08:00:05.800000,-1.6672200000000001,-1.29888,-0.224983,4.837711578276753,382.348,7.928319999999999
2017-09-23 08:00:05.900000,-1.89068,-1.12543,-0.210189,4.96913899755134,382.25,7.92868
2017-09-23 08:00:06,-1.76416,-1.25399,-0.142336,4.782820714385309,382.21,7.92705
2017-09-23 08:00:06.100000,-1.6855900000000001,-1.38255,-0.178303,4.940854525004056,382.31699999999995,7.92973
2017-09-23 08:00:06.200000,-1.8406799999999999,-1.44377,-0.04642519999999999,4.914235158862937,382.287,7.93147
2017-09-23 08:00:06.300000,-1.9376099999999998,-1.5090700000000001,-0.261971,4.834384704968954,382.25199999999995,7.93037
