,u_m/s,v_m/s,w_m/s,T_degC,CO2_ppm,H20_ppt
2017-09-23 10:00:00,-2.22739,-3.5528,-0.369361,5.308664857560927,381.708,7.90437
2017-09-23 10:00:00.100000,-2.29065,-3.25078,-0.178303,5.578435880016684,381.625,7.90532
2017-09-23 10:00:00.200000,-2.22433,-3.23037,0.0655564,5.496824693422639,381.63599999999997,7.9043600000000005
2017-09-23 10:00:00.300000,-2.22637,-3.24772,0.0334159,5.446864558448851,381.668,7.905139999999999
2017-09-23 10:00:00.400000,-2.19372,-3.35996,-0.110196,5.551786015388586,381.599,7.90353
2017-09-23 10:00:00.500000,-2.19576,-3.3936300000000004,-0.0872385,5.393578684902025,381.654,7.90464
2017-09-23 10:00:00.600000,-2.11413,-3.3915900000000003,-0.102033,5.525137424848708,381.676,7.905060000000001
2017-09-23 10:00:00.700000,-2.1478,-3.3283300000000002,-0.165804,5.3136594302437175,381.653,7.904089999999999
2017-09-23 10:00:00.800000,-2.38452,-3.15283,-0.058159,5.686714056776509,381.671,7.90597
2017-09-23 10:00:00.900000,-1.95292,-3.44056,-0.0584141,5.285357443960038,381.715,7.90786
2017-09-23 10:00:01,-2.11311,-3.26609,-0.0466802,5.336968028348451,381.605,7.90609
2017-09-23 10:00:01.100000,-2.13046,-3.3273099999999998,-0.0502514,5.420220984631328,381.75,7.9078
2017-09-23 10:00:01.200000,-2.1947400000000004,-3.2967,0.217586,5.498490108397107,381.68,7.90998
2017-09-23 10:00:01.300000,-2.17739,-3.4252599999999997,0.196924,5.525137424848708,381.755,7.9122699999999995
2017-09-23 10:00:01.400000,-2.43451,-3.2160900000000003,0.24079899999999999,5.523471930243716,381.63800000000003,7.9119399999999995
2017-09-23 10:00:01.500000,-2.43349,-2.6753099999999996,0.572662,5.475174751652332,381.57099999999997,7.91328
2017-09-23 10:00:01.600000,-2.24167,-2.91203,0.46909799999999996,5.421886170668131,381.525,7.91465
2017-09-23 10:00:01.700000,-2.08148,-3.10283,0.341046,5.421886170668131,381.51800000000003,7.91765
2017-09-23 10:00:01.800000,-2.33758,-2.85081,0.249471,5.3136594302437175,381.602,7.9196800000000005
2017-09-23 10:00:01.900000,-2.6396,-2.59267,0.018366,5.475174751652332,381.668,7.92358
2017-09-23 10:00:02,-2.78347,-2.5283900000000004,-0.00178558,5.448529824116122,381.49699999999996,7.92317
2017-09-23 10:00:02.100000,-2.48145,-2.3212599999999997,-0.006122,5.580101538859765,381.52099999999996,7.92762
2017-09-23 10:00:02.200000,-2.43043,-2.64062,0.273959,5.288687014751588,381.478,7.93283
2017-09-23 10:00:02.300000,-2.4488,-2.51512,-0.193863,5.446864558448851,381.561,7.93145
2017-09-23 10:00:02.400000,-2.46512,-2.8651,-0.08213680000000001,5.526802924430569,381.645,7.937469999999999
2017-09-23 10:00:02.500000,-2.68756,-2.9161099999999998,-0.12193,5.365272637462226,381.655,7.935739999999999
2017-09-23 10:00:02.600000,-2.46615,-2.84877,-0.373952,5.361942608795175,381.63699999999994,7.940239999999999
2017-09-23 10:00:02.700000,-2.44778,-2.84775,-0.178303,5.63173943153771,381.469,7.939760000000001
2017-09-23 10:00:02.800000,-2.73653,-2.89775,-0.18595599999999998,5.523471930243716,381.527,7.94239
2017-09-23 10:00:02.900000,-2.70286,-2.9936599999999998,-0.134174,5.578435880016684,381.458,7.94164
2017-09-23 10:00:03,-2.99264,-3.0405900000000003,0.0653013,5.498490108397107,381.43,7.9444300000000005
2017-09-23 10:00:03.100000,-3.18242,-3.00794,-0.0701479,5.418555803571394,381.411,7.94645
2017-09-23 10:00:03.200000,-2.65797,-3.1987400000000004,0.0698928,5.365272637462226,381.414,7.951789999999999
2017-09-23 10:00:03.300000,-2.6089900000000004,-2.8651,0.156876,5.576770226150643,381.466,7.95269
2017-09-23 10:00:03.400000,-2.36921,-3.26405,0.16121300000000002,5.418555803571394,381.52099999999996,7.956160000000001
2017-09-23 10:00:03.500000,-2.89571,-3.24874,-0.126521,5.393578684902025,381.619,7.958139999999999
2017-09-23 10:00:03.600000,-3.0579400000000003,-3.20181,-0.34997399999999995,5.310329710144856,381.596,7.9570300000000005
2017-09-23 10:00:03.700000,-2.9457,-3.45689,-0.246155,5.475174751652332,381.731,7.9566
2017-09-23 10:00:03.800000,-2.96101,-3.33037,-0.278296,5.393578684902025,381.825,7.95374
2017-09-23 10:00:03.900000,-2.92836,-3.24874,-0.46960799999999997,5.283692666029651,381.815,7.949889999999999
2017-09-23 10:00:04,-2.8804,-3.3140400000000003,-0.318089,5.338632965539944,381.75699999999995,7.945180000000001
2017-09-23 10:00:04.100000,-2.81714,-3.362,-0.22600399999999998,5.311994567705824,381.84,7.9364
2017-09-23 10:00:04.200000,-2.75388,-3.3773,-0.209934,5.336968028348451,381.82800000000003,7.9314800000000005
2017-09-23 10:00:04.300000,-2.6243,-3.50484,-0.202281,5.128890072563308,381.789,7.923939999999999
2017-09-23 10:00:04.400000,-2.68858,-3.3936300000000004,-0.254063,5.311994567705824,381.926,7.919010000000001
2017-09-23 10:00:04.500000,-2.7844900000000004,-3.2803699999999996,-0.194629,5.336968028348451,381.711,7.9078800000000005
2017-09-23 10:00:04.600000,-2.76918,-3.312,-0.27064299999999997,5.280363125099598,381.51300000000003,7.9069
2017-09-23 10:00:04.700000,-2.68756,-3.16915,-0.38568600000000003,5.258721594302472,381.724,7.90298
2017-09-23 10:00:04.800000,-2.60797,-3.26405,-0.241819,5.418555803571394,381.889,7.897639999999999
2017-09-23 10:00:04.900000,-2.38554,-3.28139,-0.122695,5.393578684902025,381.801,7.89452
2017-09-23 10:00:05,-2.38554,-3.1865,-0.11351199999999999,5.262051005832859,381.736,7.8925399999999994
2017-09-23 10:00:05.100000,-2.46615,-3.08753,-0.21427,5.393578684902025,381.76300000000003,7.885619999999999
2017-09-23 10:00:05.200000,-2.71919,-3.16915,-0.269878,5.285357443960038,381.716,7.88445
2017-09-23 10:00:05.300000,-2.54573,-3.3762800000000004,-0.174477,5.365272637462226,381.775,7.881530000000001
2017-09-23 10:00:05.400000,-2.54573,-3.07324,-0.393849,5.285357443960038,381.852,7.878439999999999
2017-09-23 10:00:05.500000,-2.4192099999999996,-3.28139,-0.425734,5.285357443960038,381.77,7.87475
2017-09-23 10:00:05.600000,-2.4192099999999996,-3.02529,-0.48899499999999996,5.257056896002666,381.82199999999995,7.874210000000001
2017-09-23 10:00:05.700000,-2.4039,-3.0579400000000003,-0.5292979999999999,5.363607620640266,381.719,7.8673399999999996
2017-09-23 10:00:05.800000,-2.25902,-3.15283,-0.285438,5.446864558448851,381.898,7.8653
2017-09-23 10:00:05.900000,-2.67429,-3.44158,-0.142336,5.258721594302472,381.78,7.8621300000000005
2017-09-23 10:00:06,-2.8151,-3.63035,-0.06300560000000001,5.365272637462226,381.702,7.861389999999999
2017-09-23 10:00:06.100000,-3.13548,-3.52219,-0.262481,5.283692666029651,381.69300000000004,7.8597399999999995
2017-09-23 10:00:06.200000,-3.15181,-3.47117,-0.354056,5.282027893076133,381.788,7.85785
2017-09-23 10:00:06.300000,-2.97733,-3.3783199999999995,-0.47368999999999994,5.471844066033668,381.78,7.858210000000001
2017-09-23 10:00:06.400000,-2.84775,-3.34363,-0.6971430000000001,5.283692666029651,381.80199999999996,7.85377
2017-09-23 10:00:06.500000,-2.8824400000000003,-3.07324,-0.956307,5.178821689858978,381.74,7.850569999999999
2017-09-23 10:00:06.600000,-2.80183,-2.8997900000000003,-0.932585,5.282027893076133,381.879,7.85058
2017-09-23 10:00:06.700000,-2.84673,-3.07528,-0.800706,5.203789178213128,381.8,7.85215
2017-09-23 10:00:06.800000,-2.86408,-2.9936599999999998,-0.808869,5.418555803571394,381.838,7.85
2017-09-23 10:00:06.900000,-2.78551,-3.16915,-0.617046,5.310329710144856,381.885,7.8479600000000005
2017-09-23 10:00:07,-2.91305,-3.1548700000000003,-0.617812,5.2304224000637305,381.80699999999996,7.8426800000000005
2017-09-23 10:00:07.100000,-2.97427,-3.1385400000000003,-0.549194,5.20212464415107,381.79400000000004,7.83904
2017-09-23 10:00:07.200000,-3.07222,-3.1558900000000003,-0.712958,5.2304224000637305,381.80300000000005,7.842110000000001
2017-09-23 10:00:07.300000,-3.0089599999999996,-3.04365,-0.553786,5.283692666029651,381.723,7.83795
2017-09-23 10:00:07.400000,-2.92938,-3.1548700000000003,-0.593069,5.257056896002666,381.73199999999997,7.835380000000001
2017-09-23 10:00:07.500000,-2.99162,-3.2334400000000003,-0.409919,5.07230632116989,381.79400000000004,7.835310000000001
2017-09-23 10:00:07.600000,-3.10385,-3.10487,-0.43389700000000003,5.311994567705824,381.76599999999996,7.83368
2017-09-23 10:00:07.700000,-3.07324,-3.05896,-0.529043,5.340297907708248,381.88,7.835030000000001
2017-09-23 10:00:07.800000,-2.91305,-2.99264,-0.21784099999999998,5.2337516423794455,381.86,7.83246
2017-09-23 10:00:07.900000,-3.312,-3.02631,-0.218096,5.310329710144856,381.71,7.8352
2017-09-23 10:00:08,-3.15079,-2.92938,-0.233911,5.283692666029651,381.80300000000005,7.833289999999999
2017-09-23 10:00:08.100000,-3.08753,-2.91305,-0.289009,5.525137424848708,381.726,7.83182
2017-09-23 10:00:08.200000,-3.15181,-2.83347,-0.32956799999999997,5.283692666029651,381.714,7.832319999999999
2017-09-23 10:00:08.300000,-2.89673,-2.97631,-0.265797,5.335303096133941,381.786,7.835030000000001
2017-09-23 10:00:08.400000,-2.78755,-2.6753099999999996,-0.362218,5.2304224000637305,381.785,7.8289800000000005
2017-09-23 10:00:08.500000,-2.65695,-2.99468,-0.46170100000000003,5.391913583472672,381.76199999999994,7.83212
2017-09-23 10:00:08.600000,-2.80081,-2.99162,-0.47675100000000004,5.391913583472672,381.80400000000003,7.83065
2017-09-23 10:00:08.700000,-2.8804,-3.0579400000000003,-0.501494,5.311994567705824,381.89,7.828860000000001
2017-09-23 10:00:08.800000,-2.9599900000000003,-3.07324,-0.588987,5.2603862975792595,381.759,7.82747
2017-09-23 10:00:08.900000,-3.03855,-3.07324,-0.493331,5.205453717252055,381.848,7.82735
2017-09-23 10:00:09,-2.80286,-3.0742599999999998,-0.493841,5.336968028348451,381.80800000000005,7.82437
2017-09-23 10:00:09.100000,-2.80183,-2.78653,-0.477261,5.391913583472672,381.723,7.82269
2017-09-23 10:00:09.200000,-2.7702,-2.94672,-0.44563100000000005,5.363607620640266,381.787,7.822539999999999
2017-09-23 10:00:09.300000,-3.03957,-2.94672,-0.661176,5.308664857560927,381.691,7.82365
2017-09-23 10:00:09.400000,-2.84877,-2.89775,-0.864732,5.258721594302472,381.72900000000004,7.82048
2017-09-23 10:00:09.500000,-3.0559,-3.26609,-0.437978,5.4435340420449165,381.849,7.821000000000001
2017-09-23 10:00:09.600000,-2.80183,-3.21711,-0.433642,5.152190936554405,381.74699999999996,7.8197399999999995
2017-09-23 10:00:09.700000,-2.81714,-3.0405900000000003,-0.38543099999999997,5.365272637462226,381.736,7.8173
2017-09-23 10:00:09.800000,-2.78653,-3.05692,-0.278041,5.311994567705824,381.88199999999995,7.818010000000001
2017-09-23 10:00:09.900000,-2.70388,-3.04263,-0.270388,5.390248487020244,381.805,7.81553
2017-09-23 10:00:10,-2.9304,-3.07528,-0.34997399999999995,5.393578684902025,381.792,7.81235
2017-09-23 10:00:10.100000,-2.5141,-2.97835,-0.31349699999999997,5.395243791308303,381.827,7.81002
2017-09-23 10:00:10.200000,-2.65797,-3.0712,-0.565265,5.2304224000637305,381.811,7.8087800000000005
2017-09-23 10:00:10.300000,-2.7528599999999996,-3.28139,-0.461446,5.235416271002578,381.75199999999995,7.80668
2017-09-23 10:00:10.400000,-2.78551,-3.26405,-0.42981499999999995,5.311994567705824,381.773,7.80283
2017-09-23 10:00:10.500000,-2.81714,-3.1701799999999998,-0.500984,5.232087018733068,381.81800000000004,7.8028699999999995
2017-09-23 10:00:10.600000,-2.84979,-3.1558900000000003,-0.449967,5.20212464415107,381.79900000000004,7.79942
2017-09-23 10:00:10.700000,-2.70592,-3.10487,-0.477516,5.338632965539944,381.902,7.79931
2017-09-23 10:00:10.800000,-2.6089900000000004,-3.16915,-0.370126,5.338632965539944,381.931,7.797160000000001
2017-09-23 10:00:10.900000,-2.44982,-3.3283300000000002,-0.269623,5.365272637462226,381.839,7.79333
2017-09-23 10:00:11,-2.54471,-3.05896,-0.318089,5.235416271002578,381.845,7.793639999999999
2017-09-23 10:00:11.100000,-2.43247,-3.08957,-0.210189,5.182150623606503,381.832,7.78972
2017-09-23 10:00:11.200000,-2.52737,-3.15181,-0.102033,5.478505457178642,381.73,7.78733
2017-09-23 10:00:11.300000,-2.57532,-3.18344,-0.042854,5.420220984631328,381.81199999999995,7.785819999999999
2017-09-23 10:00:11.400000,-2.53043,-3.12324,-0.12295,5.473509406354594,381.745,7.7835600000000005
2017-09-23 10:00:11.500000,-2.6243,-3.04161,-0.138,5.475174751652332,381.76099999999997,7.782030000000001
2017-09-23 10:00:11.600000,-2.41819,-3.10385,-0.0188762,5.2603862975792595,381.63699999999994,7.77965
2017-09-23 10:00:11.700000,-2.43247,-3.1212,-0.0902995,5.3436278069756895,381.69800000000004,7.78112
2017-09-23 10:00:11.800000,-2.38758,-3.0559,-0.178813,5.177157230450689,381.76800000000003,7.78378
2017-09-23 10:00:11.900000,-2.32024,-3.0579400000000003,-0.329823,5.445199297758393,381.70300000000003,7.78285
2017-09-23 10:00:12,-2.2753400000000004,-3.04263,-0.158662,5.550120441153126,381.731,7.784439999999999
2017-09-23 10:00:12.100000,-2.62532,-2.88142,-0.11096099999999999,5.395243791308303,381.658,7.78567
